counts1,counts2,count3,fold1,fold2,fold3
62.3,99.3,58.1,0.6,1.1,1.7
166.6,267.4,178.3,0.6,0.9,1.5
147.9,157.7,231.0,0.9,0.6,0.7
44.7,38.4,35.1,1.2,1.3,1.1
224.2,187.4,216.1,1.2,1.0,0.9
29.8,90.5,29.7,0.3,1.0,3.0
66.1,135.3,109.4,0.5,0.6,1.2
98.6,112.1,60.8,0.9,1.6,1.8
12.1,35.2,13.5,0.3,0.9,2.6
53.0,318.7,71.6,0.2,0.7,4.5
15.8,37.6,20.3,0.4,0.8,1.9
13.0,20.8,14.9,0.6,0.9,1.4
269.8,135.3,97.3,2.0,2.8,1.4
259.6,112.1,43.2,2.3,6.0,2.6
234.5,74.5,39.2,3.1,6.0,1.9
295.0,68.9,51.3,4.3,5.7,1.3
33.5,27.2,21.6,1.2,1.5,1.3
37.2,39.2,36.5,0.9,1.0,1.1
29.8,28.8,20.3,1.0,1.5,1.4
2.8,0.0,1.4,22.7,2.1,0.1
7.4,6.4,6.8,1.2,1.1,0.9
18.6,29.6,20.3,0.6,0.9,1.5
71.6,55.2,66.2,1.3,1.1,0.8
52.1,101.7,55.4,0.5,0.9,1.8
37.2,21.6,25.7,1.7,1.5,0.8
48.4,8.0,31.1,6.0,1.6,0.3
25.1,24.0,29.7,1.0,0.8,0.8
48.4,62.5,47.3,0.8,1.0,1.3
94.0,177.0,102.7,0.5,0.9,1.7
36.3,72.1,35.1,0.5,1.0,2.1
27.9,62.5,27.0,0.4,1.0,2.3
6.5,5.6,2.7,1.2,2.4,2.1
313.6,640.6,386.3,0.5,0.8,1.7
321.9,402.0,309.3,0.8,1.0,1.3
495.9,595.7,617.3,0.8,0.8,1.0
54.0,256.2,78.3,0.2,0.7,3.3
142.4,207.4,179.6,0.7,0.8,1.2
151.7,71.3,175.6,2.1,0.9,0.4
134.0,140.1,140.5,1.0,1.0,1.0
16.7,15.2,21.6,1.1,0.8,0.7
94.0,18.4,20.3,5.1,4.6,0.9
11.2,36.8,13.5,0.3,0.8,2.7
107.9,148.9,79.7,0.7,1.4,1.9
75.4,83.3,79.7,0.9,0.9,1.0
54.9,32.8,48.6,1.7,1.1,0.7
0.0,3.2,0.0,0.0,1.0,26.0
42.8,26.4,21.6,1.6,2.0,1.2
20.5,109.7,6.8,0.2,3.0,16.2
0.9,0.0,0.0,7.6,7.6,1.0
33.5,88.9,40.5,0.4,0.8,2.2
19.5,5.6,18.9,3.5,1.0,0.3
30.7,12.8,44.6,2.4,0.7,0.3
169.3,72.1,226.9,2.3,0.7,0.3
40.9,96.9,176.9,0.4,0.2,0.5
18.6,9.6,13.5,1.9,1.4,0.7
50.2,112.1,83.7,0.4,0.6,1.3
28.8,57.7,36.5,0.5,0.8,1.6
48.4,87.3,58.1,0.6,0.8,1.5
21.4,9.6,17.6,2.2,1.2,0.5
44.7,16.0,5.4,2.8,8.3,3.0
20.5,13.6,25.7,1.5,0.8,0.5
379.6,37.6,90.5,10.1,4.2,0.4
14.9,0.0,12.2,121.0,1.2,0.0
100.5,104.1,136.4,1.0,0.7,0.8
76.3,24.8,17.6,3.1,4.3,1.4
26.1,56.0,21.6,0.5,1.2,2.6
7.4,5.6,6.8,1.3,1.1,0.8
30.7,32.0,24.3,1.0,1.3,1.3
85.6,124.1,67.5,0.7,1.3,1.8
49.3,25.6,75.6,1.9,0.7,0.3
68.9,16.0,56.7,4.3,1.2,0.3
20.5,46.4,27.0,0.4,0.8,1.7
7.4,26.4,6.8,0.3,1.1,3.9
58.6,28.8,113.5,2.0,0.5,0.3
58.6,57.7,51.3,1.0,1.1,1.1
90.3,92.1,112.1,1.0,0.8,0.8
15.8,7.2,21.6,2.2,0.7,0.3
19.5,0.0,23.0,158.9,0.9,0.0
18.6,22.4,14.9,0.8,1.3,1.5
22.3,20.0,20.3,1.1,1.1,1.0
48.4,81.7,62.1,0.6,0.8,1.3
27.0,12.8,17.6,2.1,1.5,0.7
28.8,0.0,28.4,234.5,1.0,0.0
32.6,68.1,32.4,0.5,1.0,2.1
12.1,14.4,17.6,0.8,0.7,0.8
12.1,5.6,48.6,2.2,0.2,0.1
7.4,0.0,5.4,60.5,1.4,0.0
59.5,65.7,51.3,0.9,1.2,1.3
228.9,75.3,82.4,3.0,2.8,0.9
162.8,147.3,144.5,1.1,1.1,1.0
51.2,48.0,51.3,1.1,1.0,0.9
260.5,250.6,178.3,1.0,1.5,1.4
56.8,72.1,62.1,0.8,0.9,1.2
23.3,62.5,29.7,0.4,0.8,2.1
4.7,0.0,8.1,37.8,0.6,0.0
2.8,0.0,5.4,22.7,0.5,0.0
33.5,31.2,24.3,1.1,1.4,1.3
54.0,0.0,55.4,438.8,1.0,0.0
52.1,60.9,43.2,0.9,1.2,1.4
17.7,13.6,28.4,1.3,0.6,0.5
17.7,19.2,33.8,0.9,0.5,0.6
57.7,28.8,31.1,2.0,1.9,0.9
3.7,14.4,9.5,0.3,0.4,1.5
26.1,11.2,41.9,2.3,0.6,0.3
88.4,106.5,74.3,0.8,1.2,1.4
20.5,9.6,33.8,2.1,0.6,0.3
3.7,12.0,2.7,0.3,1.4,4.4
21.4,8.8,23.0,2.4,0.9,0.4
29.8,24.0,25.7,1.2,1.2,0.9
22.3,20.8,31.1,1.1,0.7,0.7
18.6,26.4,17.6,0.7,1.1,1.5
0.0,3.2,0.0,0.0,1.0,26.0
8.4,8.0,9.5,1.0,0.9,0.8
70.7,173.0,94.6,0.4,0.7,1.8
35.4,103.3,47.3,0.3,0.7,2.2
18.6,24.8,23.0,0.7,0.8,1.1
25.1,35.2,31.1,0.7,0.8,1.1
14.0,8.8,13.5,1.6,1.0,0.7
17.7,10.4,17.6,1.7,1.0,0.6
69.8,46.4,66.2,1.5,1.1,0.7
30.7,12.0,47.3,2.6,0.6,0.3
19.5,5.6,31.1,3.5,0.6,0.2
8.4,15.2,16.2,0.6,0.5,0.9
6.5,11.2,6.8,0.6,1.0,1.7
22.3,12.8,17.6,1.7,1.3,0.7
17.7,0.0,14.9,143.7,1.2,0.0
118.2,83.3,199.9,1.4,0.6,0.4
16.7,15.2,18.9,1.1,0.9,0.8
59.5,28.0,51.3,2.1,1.2,0.5
4.7,0.0,4.1,37.8,1.1,0.0
4.7,0.0,5.4,37.8,0.9,0.0
40.0,27.2,43.2,1.5,0.9,0.6
71.6,37.6,85.1,1.9,0.8,0.4
48.4,71.3,62.1,0.7,0.8,1.1
675.5,347.5,925.2,1.9,0.7,0.4
115.4,70.5,97.3,1.6,1.2,0.7
43.7,8.0,27.0,5.5,1.6,0.3
34.4,32.8,27.0,1.0,1.3,1.2
68.9,84.1,56.7,0.8,1.2,1.5
62.3,28.0,45.9,2.2,1.4,0.6
27.9,24.8,40.5,1.1,0.7,0.6
48.4,10.4,40.5,4.6,1.2,0.3
14.0,25.6,25.7,0.5,0.5,1.0
25.1,14.4,20.3,1.7,1.2,0.7
4.7,38.4,17.6,0.1,0.3,2.2
7.4,0.0,17.6,60.5,0.4,0.0
69.8,40.8,72.9,1.7,1.0,0.6
19.5,0.0,27.0,158.9,0.7,0.0
3.7,3.2,5.4,1.2,0.7,0.6
36.3,79.3,33.8,0.5,1.1,2.3
1415.2,281.8,2989.1,5.0,0.5,0.1
10.2,4.0,10.8,2.6,0.9,0.4
58.6,7.2,48.6,8.1,1.2,0.1
13.0,16.8,12.2,0.8,1.1,1.4
40.0,82.5,47.3,0.5,0.8,1.7
61.4,100.9,63.5,0.6,1.0,1.6
11.2,26.4,13.5,0.4,0.8,2.0
68.9,43.2,62.1,1.6,1.1,0.7
39.1,20.0,43.2,2.0,0.9,0.5
13.0,4.8,10.8,2.7,1.2,0.4
89.3,74.5,151.3,1.2,0.6,0.5
14.0,24.0,20.3,0.6,0.7,1.2
15.8,24.8,14.9,0.6,1.1,1.7
11.2,0.0,17.6,90.8,0.6,0.0
6.5,0.0,2.7,53.0,2.4,0.0
48.4,67.3,54.0,0.7,0.9,1.2
11.2,44.0,25.7,0.3,0.4,1.7
323.8,137.7,90.5,2.4,3.6,1.5
6.5,21.6,9.5,0.3,0.7,2.3
41.9,41.6,47.3,1.0,0.9,0.9
14.0,21.6,12.2,0.6,1.1,1.8
8.4,12.0,8.1,0.7,1.0,1.5
122.8,19.2,39.2,6.4,3.1,0.5
6.5,15.2,6.8,0.4,1.0,2.3
35.4,35.2,56.7,1.0,0.6,0.6
41.9,31.2,44.6,1.3,0.9,0.7
18.6,11.2,20.3,1.7,0.9,0.6
50.2,20.0,27.0,2.5,1.9,0.7
19.5,25.6,17.6,0.8,1.1,1.5
118.2,92.1,93.2,1.3,1.3,1.0
105.1,44.8,66.2,2.3,1.6,0.7
18.6,4.0,18.9,4.6,1.0,0.2
15.8,19.2,17.6,0.8,0.9,1.1
0.9,0.0,0.0,7.6,7.6,1.0
1.9,4.0,2.7,0.5,0.7,1.5
8.4,6.4,4.1,1.3,2.1,1.6
15.8,4.0,9.5,4.0,1.7,0.4
9.3,3.2,8.1,2.9,1.1,0.4
6.5,4.0,8.1,1.6,0.8,0.5
12.1,20.0,12.2,0.6,1.0,1.6
7.4,12.0,8.1,0.6,0.9,1.5
12.1,15.2,14.9,0.8,0.8,1.0
29.8,8.8,16.2,3.4,1.8,0.5
26.1,16.8,14.9,1.5,1.8,1.1
151.7,195.4,159.4,0.8,1.0,1.2
166.6,86.5,160.7,1.9,1.0,0.5
42.8,108.9,32.4,0.4,1.3,3.4
34.4,69.7,64.8,0.5,0.5,1.1
43.7,41.6,29.7,1.1,1.5,1.4
37.2,133.7,27.0,0.3,1.4,4.9
480.1,160.1,91.8,3.0,5.2,1.7
919.3,987.3,1354.8,0.9,0.7,0.7
12.1,0.0,17.6,98.3,0.7,0.0
54.0,221.0,85.1,0.2,0.6,2.6
64.2,40.8,39.2,1.6,1.6,1.0
26.1,0.0,89.1,211.8,0.3,0.0
7.4,0.0,6.8,60.5,1.1,0.0
122.8,25.6,32.4,4.8,3.8,0.8
59.5,53.6,60.8,1.1,1.0,0.9
76.3,40.0,72.9,1.9,1.0,0.5
1.9,5.6,5.4,0.3,0.3,1.0
0.0,0.0,2.7,1.0,0.0,0.0
3.7,19.2,5.4,0.2,0.7,3.6
29.8,294.7,56.7,0.1,0.5,5.2
38.1,36.0,37.8,1.1,1.0,1.0
71.6,28.0,59.4,2.6,1.2,0.5
2.8,9.6,2.7,0.3,1.0,3.6
162.8,170.6,186.4,1.0,0.9,0.9
11.2,11.2,9.5,1.0,1.2,1.2
22.3,25.6,20.3,0.9,1.1,1.3
27.9,37.6,156.7,0.7,0.2,0.2
60.5,112.9,66.2,0.5,0.9,1.7
4.7,0.0,4.1,37.8,1.1,0.0
14.0,28.0,27.0,0.5,0.5,1.0
8.4,4.8,5.4,1.7,1.5,0.9
10.2,17.6,9.5,0.6,1.1,1.9
3899.6,248.2,55.4,15.7,70.4,4.5
51.2,19.2,17.6,2.7,2.9,1.1
3.7,0.0,12.2,30.3,0.3,0.0
202.8,605.3,494.4,0.3,0.4,1.2
32.6,57.7,28.4,0.6,1.1,2.0
30.7,56.0,45.9,0.5,0.7,1.2
40.9,20.8,50.0,2.0,0.8,0.4
32.6,29.6,25.7,1.1,1.3,1.2
27.0,6.4,25.7,4.2,1.1,0.2
14.0,23.2,13.5,0.6,1.0,1.7
39.1,16.0,23.0,2.4,1.7,0.7
16.7,77.7,44.6,0.2,0.4,1.7
24.2,32.0,24.3,0.8,1.0,1.3
62.3,48.8,81.0,1.3,0.8,0.6
75.4,48.0,114.8,1.6,0.7,0.4
18.6,20.8,16.2,0.9,1.1,1.3
35.4,31.2,24.3,1.1,1.5,1.3
318.2,316.3,266.1,1.0,1.2,1.2
76.3,64.9,50.0,1.2,1.5,1.3
39.1,38.4,27.0,1.0,1.4,1.4
1.9,2.4,2.7,0.8,0.7,0.9
34.4,28.8,25.7,1.2,1.3,1.1
103.3,209.8,118.9,0.5,0.9,1.8
1345.4,1747.1,1321.0,0.8,1.0,1.3
12.1,12.0,9.5,1.0,1.3,1.3
7.4,1.6,12.2,4.6,0.6,0.1
25.1,19.2,50.0,1.3,0.5,0.4
10.2,24.0,9.5,0.4,1.1,2.5
15.8,37.6,18.9,0.4,0.8,2.0
36.3,22.4,25.7,1.6,1.4,0.9
49.3,26.4,50.0,1.9,1.0,0.5
13.0,4.8,16.2,2.7,0.8,0.3
26.1,36.0,27.0,0.7,1.0,1.3
33.5,65.7,33.8,0.5,1.0,1.9
67.9,32.0,86.4,2.1,0.8,0.4
13.0,3.2,10.8,4.1,1.2,0.3
283.8,346.7,399.8,0.8,0.7,0.9
39.1,21.6,41.9,1.8,0.9,0.5
38.1,96.9,36.5,0.4,1.0,2.7
63.3,43.2,55.4,1.5,1.1,0.8
57.7,54.4,56.7,1.1,1.0,1.0
54.9,75.3,82.4,0.7,0.7,0.9
10.2,16.8,28.4,0.6,0.4,0.6
19.5,8.8,29.7,2.2,0.7,0.3
22.3,35.2,24.3,0.6,0.9,1.4
10.2,6.4,10.8,1.6,0.9,0.6
15.8,46.4,9.5,0.3,1.7,4.9
9.3,32.8,16.2,0.3,0.6,2.0
160.0,35.2,170.2,4.5,0.9,0.2
1.9,0.0,5.4,15.1,0.3,0.0
66.1,22.4,94.6,2.9,0.7,0.2
2.8,0.0,0.0,22.7,22.7,1.0
5.6,0.0,24.3,45.4,0.2,0.0
22.3,8.8,39.2,2.5,0.6,0.2
0.9,0.0,1.4,7.6,0.7,0.1
25.1,25.6,14.9,1.0,1.7,1.7
25.1,11.2,16.2,2.2,1.5,0.7
11.2,0.0,13.5,90.8,0.8,0.0
9.3,9.6,21.6,1.0,0.4,0.4
40.9,48.8,58.1,0.8,0.7,0.8
140.5,116.9,167.5,1.2,0.8,0.7
7.4,4.8,9.5,1.5,0.8,0.5
55.8,49.6,54.0,1.1,1.0,0.9
3.7,10.4,4.1,0.4,0.9,2.6
146.1,206.6,189.1,0.7,0.8,1.1
85.6,66.5,79.7,1.3,1.1,0.8
161.9,148.1,175.6,1.1,0.9,0.8
2.8,0.0,1.4,22.7,2.1,0.1
4.7,11.2,8.1,0.4,0.6,1.4
38.1,11.2,27.0,3.4,1.4,0.4
499.7,56.9,439.0,8.8,1.1,0.1
77.2,82.5,32.4,0.9,2.4,2.5
98.6,197.8,79.7,0.5,1.2,2.5
175.9,132.1,213.4,1.3,0.8,0.6
27.0,35.2,33.8,0.8,0.8,1.0
113.5,79.3,72.9,1.4,1.6,1.1
262.4,157.7,187.7,1.7,1.4,0.8
149.8,70.5,82.4,2.1,1.8,0.9
209.4,101.7,116.2,2.1,1.8,0.9
539.7,107.3,324.2,5.0,1.7,0.3
456.9,125.7,317.4,3.6,1.4,0.4
375.0,116.9,160.7,3.2,2.3,0.7
558.3,120.1,353.9,4.6,1.6,0.3
428.9,130.5,294.5,3.3,1.5,0.4
7.4,4.8,12.2,1.5,0.6,0.4
36.3,26.4,36.5,1.4,1.0,0.7
27.9,36.8,28.4,0.8,1.0,1.3
82.8,64.9,132.4,1.3,0.6,0.5
22.3,0.0,43.2,181.6,0.5,0.0
24.2,20.0,20.3,1.2,1.2,1.0
16.7,38.4,25.7,0.4,0.7,1.5
28.8,8.0,39.2,3.6,0.7,0.2
7.4,32.0,9.5,0.2,0.8,3.4
8.4,0.0,9.5,68.1,0.9,0.0
65.1,50.4,51.3,1.3,1.3,1.0
0.9,0.0,1.4,7.6,0.7,0.1
0.9,0.0,0.0,7.6,7.6,1.0
40.9,76.1,54.0,0.5,0.8,1.4
72.6,80.1,79.7,0.9,0.9,1.0
68.9,50.4,75.6,1.4,0.9,0.7
73.5,3.2,8.1,23.0,9.1,0.4
88.4,53.6,62.1,1.6,1.4,0.9
39.1,64.9,35.1,0.6,1.1,1.8
84.7,24.8,59.4,3.4,1.4,0.4
634.6,727.0,1111.6,0.9,0.6,0.7
25.1,40.8,21.6,0.6,1.2,1.9
147.0,229.8,364.7,0.6,0.4,0.6
14.0,81.7,56.7,0.2,0.2,1.4
59.5,59.3,102.7,1.0,0.6,0.6
34.4,45.6,59.4,0.8,0.6,0.8
10.2,47.2,13.5,0.2,0.8,3.5
42.8,23.2,25.7,1.8,1.7,0.9
27.0,24.0,24.3,1.1,1.1,1.0
35.4,60.9,32.4,0.6,1.1,1.9
245.6,140.9,145.9,1.7,1.7,1.0
12.1,16.0,16.2,0.8,0.7,1.0
81.9,131.3,72.9,0.6,1.1,1.8
1365.0,398.0,1558.7,3.4,0.9,0.3
45.6,108.1,56.7,0.4,0.8,1.9
63.3,125.7,59.4,0.5,1.1,2.1
254.9,193.8,295.8,1.3,0.9,0.7
58.6,24.0,43.2,2.4,1.4,0.6
44.7,49.6,31.1,0.9,1.4,1.6
54.9,18.4,70.2,3.0,0.8,0.3
3326.4,2507.0,3002.6,1.3,1.1,0.8
36.3,42.4,43.2,0.9,0.8,1.0
14.0,0.0,16.2,113.5,0.9,0.0
13.0,32.0,8.1,0.4,1.6,4.0
8.4,15.2,10.8,0.6,0.8,1.4
5.6,8.8,5.4,0.6,1.0,1.6
933.3,605.3,1114.3,1.5,0.8,0.5
55.8,94.5,102.7,0.6,0.5,0.9
71.6,50.4,83.7,1.4,0.9,0.6
20.5,12.8,20.3,1.6,1.0,0.6
121.9,15.2,43.2,8.0,2.8,0.4
33.5,31.2,40.5,1.1,0.8,0.8
28.8,53.6,43.2,0.5,0.7,1.2
26.1,29.6,29.7,0.9,0.9,1.0
55.8,37.6,74.3,1.5,0.8,0.5
40.9,37.6,36.5,1.1,1.1,1.0
7.4,8.8,14.9,0.8,0.5,0.6
31.6,33.6,44.6,0.9,0.7,0.8
163.8,87.3,194.5,1.9,0.8,0.4
13.0,12.8,20.3,1.0,0.6,0.6
84.7,101.7,67.5,0.8,1.3,1.5
18.6,20.0,21.6,0.9,0.9,0.9
33.5,60.1,48.6,0.6,0.7,1.2
33.5,39.2,51.3,0.9,0.7,0.8
5.6,4.8,5.4,1.2,1.0,0.9
16.7,0.0,2.7,136.2,6.2,0.0
30.7,28.8,33.8,1.1,0.9,0.9
10.2,6.4,9.5,1.6,1.1,0.7
13.0,15.2,33.8,0.9,0.4,0.5
25.1,31.2,23.0,0.8,1.1,1.4
28.8,31.2,41.9,0.9,0.7,0.7
63.3,56.9,43.2,1.1,1.5,1.3
25.1,12.0,14.9,2.1,1.7,0.8
271.7,119.3,89.1,2.3,3.0,1.3
85.6,63.3,67.5,1.4,1.3,0.9
92.1,88.1,58.1,1.0,1.6,1.5
34.4,17.6,24.3,2.0,1.4,0.7
58.6,294.7,154.0,0.2,0.4,1.9
59.5,108.1,109.4,0.6,0.5,1.0
34.4,44.8,33.8,0.8,1.0,1.3
183.3,41.6,56.7,4.4,3.2,0.7
40.9,37.6,25.7,1.1,1.6,1.5
1046.8,931.2,1315.6,1.1,0.8,0.7
68.9,88.1,72.9,0.8,0.9,1.2
120.0,61.7,90.5,1.9,1.3,0.7
4.7,2.4,2.7,1.9,1.7,0.9
21.4,22.4,28.4,1.0,0.8,0.8
66.1,50.4,81.0,1.3,0.8,0.6
7.4,0.0,6.8,60.5,1.1,0.0
16.7,8.0,29.7,2.1,0.6,0.3
113.5,59.3,127.0,1.9,0.9,0.5
109.8,76.9,87.8,1.4,1.3,0.9
22.3,96.9,36.5,0.2,0.6,2.7
82.8,116.1,83.7,0.7,1.0,1.4
10.2,18.4,10.8,0.6,0.9,1.7
2.8,0.0,2.7,22.7,1.0,0.0
13.0,14.4,12.2,0.9,1.1,1.2
87.5,27.2,67.5,3.2,1.3,0.4
29.8,24.8,40.5,1.2,0.7,0.6
13.0,6.4,8.1,2.0,1.6,0.8
7.4,0.0,8.1,60.5,0.9,0.0
186.1,189.0,367.4,1.0,0.5,0.5
201.0,27.2,59.4,7.4,3.4,0.5
17.7,37.6,10.8,0.5,1.6,3.5
313.6,162.5,225.6,1.9,1.4,0.7
64.2,60.1,60.8,1.1,1.1,1.0
27.9,15.2,25.7,1.8,1.1,0.6
23.3,8.8,12.2,2.6,1.9,0.7
142.4,201.0,263.4,0.7,0.5,0.8
51.2,45.6,54.0,1.1,0.9,0.8
44.7,13.6,39.2,3.3,1.1,0.3
295.9,845.5,430.9,0.3,0.7,2.0
68.9,121.7,48.6,0.6,1.4,2.5
3.7,0.0,2.7,30.3,1.4,0.0
19.5,8.8,18.9,2.2,1.0,0.5
68.9,125.7,56.7,0.5,1.2,2.2
62.3,66.5,62.1,0.9,1.0,1.1
15.8,0.0,17.6,128.6,0.9,0.0
10.2,4.8,9.5,2.1,1.1,0.5
4.7,52.0,2.7,0.1,1.7,19.3
29.8,0.0,36.5,242.1,0.8,0.0
19.5,22.4,29.7,0.9,0.7,0.8
13.0,0.0,13.5,105.9,1.0,0.0
13.0,16.0,17.6,0.8,0.7,0.9
46.5,64.1,68.9,0.7,0.7,0.9
63.3,66.5,91.8,1.0,0.7,0.7
78.2,62.5,94.6,1.3,0.8,0.7
91.2,56.9,129.7,1.6,0.7,0.4
18.6,7.2,14.9,2.6,1.3,0.5
34.4,9.6,77.0,3.6,0.4,0.1
275.4,160.1,187.7,1.7,1.5,0.9
14.0,32.8,12.2,0.4,1.1,2.7
49.3,6.4,50.0,7.7,1.0,0.1
188.0,94.5,139.1,2.0,1.4,0.7
85.6,81.7,100.0,1.0,0.9,0.8
43.7,49.6,40.5,0.9,1.1,1.2
34.4,41.6,31.1,0.8,1.1,1.3
58.6,150.5,102.7,0.4,0.6,1.5
274.5,302.7,270.1,0.9,1.0,1.1
24.2,0.0,17.6,196.7,1.4,0.0
65.1,534.1,206.7,0.1,0.3,2.6
38.1,162.5,79.7,0.2,0.5,2.0
118.2,83.3,117.5,1.4,1.0,0.7
27.0,0.0,27.0,219.4,1.0,0.0
27.9,10.4,37.8,2.7,0.7,0.3
36.3,6.4,50.0,5.7,0.7,0.1
30.7,28.0,37.8,1.1,0.8,0.7
25.1,31.2,63.5,0.8,0.4,0.5
4.7,10.4,4.1,0.4,1.1,2.6
59.5,111.3,64.8,0.5,0.9,1.7
31.6,18.4,33.8,1.7,0.9,0.5
22.3,5.6,23.0,4.0,1.0,0.2
111.7,38.4,127.0,2.9,0.9,0.3
148.9,143.3,124.3,1.0,1.2,1.2
10.2,19.2,13.5,0.5,0.8,1.4
17.7,12.0,21.6,1.5,0.8,0.6
43.7,36.8,36.5,1.2,1.2,1.0
20.5,22.4,18.9,0.9,1.1,1.2
125.6,547.7,540.3,0.2,0.2,1.0
77.2,30.4,198.6,2.5,0.4,0.2
12.1,0.0,25.7,98.3,0.5,0.0
67.0,198.6,87.8,0.3,0.8,2.3
26.1,21.6,32.4,1.2,0.8,0.7
26.1,94.5,36.5,0.3,0.7,2.6
23.3,52.0,27.0,0.4,0.9,1.9
161.0,142.5,132.4,1.1,1.2,1.1
5.6,0.0,5.4,45.4,1.0,0.0
2.8,0.0,2.7,22.7,1.0,0.0
2.8,0.0,4.1,22.7,0.7,0.0
40.9,4.0,23.0,10.2,1.8,0.2
76.3,28.8,60.8,2.6,1.3,0.5
52.1,15.2,29.7,3.4,1.8,0.5
79.1,59.3,63.5,1.3,1.2,0.9
54.9,53.6,48.6,1.0,1.1,1.1
20.5,28.0,21.6,0.7,0.9,1.3
36.3,22.4,21.6,1.6,1.7,1.0
127.5,74.5,128.3,1.7,1.0,0.6
31.6,40.8,37.8,0.8,0.8,1.1
108.9,79.3,82.4,1.4,1.3,1.0
97.7,100.9,112.1,1.0,0.9,0.9
61.4,0.0,79.7,499.3,0.8,0.0
55.8,175.4,54.0,0.3,1.0,3.2
5.6,17.6,5.4,0.3,1.0,3.3
74.4,84.9,110.8,0.9,0.7,0.8
44.7,62.5,41.9,0.7,1.1,1.5
108.9,110.5,89.1,1.0,1.2,1.2
57.7,56.0,55.4,1.0,1.0,1.0
54.0,80.9,58.1,0.7,0.9,1.4
58.6,12.0,74.3,4.9,0.8,0.2
69.8,115.3,110.8,0.6,0.6,1.0
52.1,70.5,50.0,0.7,1.0,1.4
0.9,0.0,0.0,7.6,7.6,1.0
32.6,67.3,31.1,0.5,1.0,2.2
26.1,0.0,39.2,211.8,0.7,0.0
19.5,14.4,21.6,1.4,0.9,0.7
7.4,12.0,25.7,0.6,0.3,0.5
76.3,6.4,74.3,11.9,1.0,0.1
14.0,58.5,23.0,0.2,0.6,2.5
48.4,130.5,87.8,0.4,0.6,1.5
47.5,59.3,74.3,0.8,0.6,0.8
15.8,18.4,18.9,0.9,0.8,1.0
201.0,146.5,212.1,1.4,0.9,0.7
217.7,140.9,183.7,1.5,1.2,0.8
16.7,19.2,13.5,0.9,1.2,1.4
128.4,72.1,158.0,1.8,0.8,0.5
703.4,326.7,540.3,2.2,1.3,0.6
2.8,6.4,8.1,0.4,0.3,0.8
8.4,13.6,8.1,0.6,1.0,1.7
28.8,32.0,33.8,0.9,0.9,0.9
13.0,6.4,8.1,2.0,1.6,0.8
17.7,11.2,13.5,1.6,1.3,0.8
7.4,2.4,5.4,3.1,1.4,0.4
19.5,0.0,20.3,158.9,1.0,0.0
40.9,17.6,37.8,2.3,1.1,0.5
31.6,26.4,32.4,1.2,1.0,0.8
107.9,57.7,166.1,1.9,0.6,0.3
21.4,8.0,29.7,2.7,0.7,0.3
97.7,112.9,87.8,0.9,1.1,1.3
75.4,101.7,75.6,0.7,1.0,1.3
90.3,99.3,105.4,0.9,0.9,0.9
389.9,325.9,417.4,1.2,0.9,0.8
23.3,69.7,33.8,0.3,0.7,2.1
13.0,4.0,21.6,3.3,0.6,0.2
18.6,4.8,21.6,3.9,0.9,0.2
61.4,107.3,43.2,0.6,1.4,2.5
126.5,64.1,132.4,2.0,1.0,0.5
45.6,81.7,50.0,0.6,0.9,1.6
27.9,41.6,27.0,0.7,1.0,1.5
122.8,40.8,137.8,3.0,0.9,0.3
105.1,84.9,159.4,1.2,0.7,0.5
93.0,76.9,64.8,1.2,1.4,1.2
112.6,103.3,71.6,1.1,1.6,1.4
56.8,47.2,32.4,1.2,1.8,1.5
61.4,28.8,28.4,2.1,2.2,1.0
78.2,71.3,51.3,1.1,1.5,1.4
33.5,48.8,28.4,0.7,1.2,1.7
72.6,132.1,71.6,0.5,1.0,1.8
76.3,79.3,52.7,1.0,1.4,1.5
10.2,25.6,8.1,0.4,1.3,3.2
5.6,20.8,5.4,0.3,1.0,3.9
27.9,16.8,48.6,1.7,0.6,0.3
1.9,0.0,1.4,15.1,1.4,0.1
1184.5,797.5,1261.6,1.5,0.9,0.6
548.0,667.8,521.4,0.8,1.1,1.3
2.8,15.2,1.4,0.2,2.1,11.3
2.8,0.0,2.7,22.7,1.0,0.0
0.0,0.0,0.0,1.0,1.0,1.0
0.9,8.0,1.4,0.1,0.7,5.9
0.9,0.0,1.4,7.6,0.7,0.1
16.7,16.0,16.2,1.0,1.0,1.0
82.8,54.4,98.6,1.5,0.8,0.6
74.4,55.2,72.9,1.3,1.0,0.8
64.2,41.6,64.8,1.5,1.0,0.6
12.1,21.6,14.9,0.6,0.8,1.5
10.2,0.0,12.2,83.2,0.8,0.0
119.1,20.0,85.1,5.9,1.4,0.2
50.2,23.2,93.2,2.2,0.5,0.2
40.9,17.6,29.7,2.3,1.4,0.6
14.0,8.0,17.6,1.7,0.8,0.5
0.0,0.0,0.0,1.0,1.0,1.0
0.9,0.0,1.4,7.6,0.7,0.1
0.9,0.0,6.8,7.6,0.1,0.0
0.0,4.0,0.0,0.0,1.0,32.5
3.7,8.0,4.1,0.5,0.9,2.0
57.7,62.5,62.1,0.9,0.9,1.0
106.1,90.5,106.7,1.2,1.0,0.8
90.3,76.9,98.6,1.2,0.9,0.8
29.8,53.6,31.1,0.6,1.0,1.7
67.0,101.7,64.8,0.7,1.0,1.6
84.7,61.7,71.6,1.4,1.2,0.9
107.9,164.9,75.6,0.7,1.4,2.2
