counts1,counts2,count3,fold1,fold2,fold3
27.0,42.4,29.7,0.6,0.9,1.4
61.4,95.3,152.6,0.6,0.4,0.6
5.6,32.0,8.1,0.2,0.7,4.0
31.6,0.0,54.0,257.2,0.6,0.0
14.9,20.8,24.3,0.7,0.6,0.9
11.2,21.6,18.9,0.5,0.6,1.1
3.7,7.2,4.1,0.5,0.9,1.8
31.6,136.9,6.8,0.2,4.7,20.3
25.1,69.7,29.7,0.4,0.8,2.3
56.8,39.2,44.6,1.4,1.3,0.9
29.8,21.6,29.7,1.4,1.0,0.7
9.3,4.0,4.1,2.3,2.3,1.0
5.6,15.2,9.5,0.4,0.6,1.6
5.6,20.0,6.8,0.3,0.8,3.0
14.0,16.8,6.8,0.8,2.1,2.5
16.7,21.6,13.5,0.8,1.2,1.6
114.4,60.9,112.1,1.9,1.0,0.5
21.4,28.8,9.5,0.7,2.3,3.0
8.4,8.0,10.8,1.0,0.8,0.7
15.8,20.8,28.4,0.8,0.6,0.7
134.0,128.9,139.1,1.0,1.0,0.9
142.4,81.7,114.8,1.7,1.2,0.7
54.0,59.3,59.4,0.9,0.9,1.0
48.4,11.2,48.6,4.3,1.0,0.2
22.3,36.0,21.6,0.6,1.0,1.7
272.6,17.6,45.9,15.5,5.9,0.4
10.2,7.2,12.2,1.4,0.8,0.6
134.9,121.7,27.0,1.1,5.0,4.5
37.2,60.1,48.6,0.6,0.8,1.2
20.5,18.4,16.2,1.1,1.3,1.1
42.8,80.9,32.4,0.5,1.3,2.5
7.4,3.2,9.5,2.3,0.8,0.3
277.3,156.1,240.4,1.8,1.2,0.6
32.6,26.4,23.0,1.2,1.4,1.2
101.4,87.3,149.9,1.2,0.7,0.6
155.4,95.3,156.7,1.6,1.0,0.6
33.5,0.0,23.0,272.3,1.5,0.0
75.4,154.5,81.0,0.5,0.9,1.9
29.8,25.6,24.3,1.2,1.2,1.1
50.2,105.7,60.8,0.5,0.8,1.7
63.3,120.9,66.2,0.5,1.0,1.8
69.8,174.6,79.7,0.4,0.9,2.2
63.3,90.5,67.5,0.7,0.9,1.3
58.6,49.6,56.7,1.2,1.0,0.9
40.9,16.8,47.3,2.4,0.9,0.4
33.5,60.9,28.4,0.6,1.2,2.1
32.6,23.2,33.8,1.4,1.0,0.7
27.9,5.6,27.0,5.0,1.0,0.2
10.2,12.0,17.6,0.9,0.6,0.7
16.7,16.8,23.0,1.0,0.7,0.7
167.5,252.2,127.0,0.7,1.3,2.0
10.2,0.0,12.2,83.2,0.8,0.0
8.4,13.6,8.1,0.6,1.0,1.7
27.9,34.4,20.3,0.8,1.4,1.7
5.6,0.0,6.8,45.4,0.8,0.0
80.0,89.7,39.2,0.9,2.0,2.3
68.9,76.9,40.5,0.9,1.7,1.9
70.7,28.0,77.0,2.5,0.9,0.4
6.5,18.4,4.1,0.4,1.6,4.5
4418.8,5185.4,9772.4,0.9,0.5,0.5
43.7,49.6,33.8,0.9,1.3,1.5
59.5,51.2,32.4,1.2,1.8,1.6
40.9,63.3,50.0,0.6,0.8,1.3
35.4,19.2,17.6,1.8,2.0,1.1
67.0,0.0,54.0,544.7,1.2,0.0
173.1,105.7,271.5,1.6,0.6,0.4
35.4,0.0,14.9,287.5,2.4,0.0
54.0,38.4,29.7,1.4,1.8,1.3
43.7,48.0,16.2,0.9,2.7,3.0
32.6,28.0,13.5,1.2,2.4,2.1
53.0,22.4,29.7,2.4,1.8,0.8
34.4,0.0,14.9,279.9,2.3,0.0
27.0,8.8,10.8,3.1,2.5,0.8
130.3,79.3,47.3,1.6,2.8,1.7
38.1,80.9,81.0,0.5,0.5,1.0
9.3,0.0,5.4,75.6,1.7,0.0
11.2,20.8,13.5,0.5,0.8,1.5
19.5,255.4,10.8,0.1,1.8,23.6
16.7,0.0,12.2,136.2,1.4,0.0
12.1,0.0,6.8,98.3,1.8,0.0
9.3,0.0,4.1,75.6,2.3,0.0
9.3,6.4,1.4,1.5,6.9,4.7
9.3,0.0,5.4,75.6,1.7,0.0
14.9,0.0,9.5,121.0,1.6,0.0
14.0,17.6,5.4,0.8,2.6,3.3
82.8,48.8,102.7,1.7,0.8,0.5
111.7,53.6,121.6,2.1,0.9,0.4
10.2,16.0,4.1,0.6,2.5,4.0
16.7,0.0,5.4,136.2,3.1,0.0
36.3,19.2,21.6,1.9,1.7,0.9
18.6,5.6,14.9,3.3,1.3,0.4
8.4,0.0,4.1,68.1,2.1,0.0
15.8,0.0,5.4,128.6,2.9,0.0
27.9,18.4,18.9,1.5,1.5,1.0
7.4,20.8,1.4,0.4,5.5,15.4
14.9,8.8,6.8,1.7,2.2,1.3
5.6,0.0,1.4,45.4,4.1,0.1
13.0,12.8,4.1,1.0,3.2,3.2
6.5,0.0,1.4,53.0,4.8,0.1
12.1,12.0,6.8,1.0,1.8,1.8
30.7,46.4,20.3,0.7,1.5,2.3
109.8,112.9,68.9,1.0,1.6,1.6
115.4,136.9,112.1,0.8,1.0,1.2
62.3,87.3,62.1,0.7,1.0,1.4
7.4,0.0,13.5,60.5,0.6,0.0
6.5,4.8,6.8,1.4,1.0,0.7
38.1,0.0,31.1,310.2,1.2,0.0
26.1,44.0,24.3,0.6,1.1,1.8
197.3,37.6,218.8,5.2,0.9,0.2
58.6,53.6,27.0,1.1,2.2,2.0
70.7,84.9,54.0,0.8,1.3,1.6
81.0,79.3,122.9,1.0,0.7,0.6
23.3,20.0,39.2,1.2,0.6,0.5
4.7,0.0,12.2,37.8,0.4,0.0
54.0,0.0,28.4,438.8,1.9,0.0
44.7,0.0,27.0,363.1,1.7,0.0
47.5,98.5,106.7,0.5,0.4,0.9
20.5,19.2,14.9,1.1,1.4,1.3
245.6,328.3,278.2,0.7,0.9,1.2
88.4,79.3,89.1,1.1,1.0,0.9
65.1,39.2,54.0,1.7,1.2,0.7
96.8,109.7,71.6,0.9,1.4,1.5
25.1,40.0,18.9,0.6,1.3,2.1
62.3,124.1,78.3,0.5,0.8,1.6
30.7,23.2,32.4,1.3,0.9,0.7
28.8,56.0,37.8,0.5,0.8,1.5
66.1,53.6,59.4,1.2,1.1,0.9
47.5,32.8,43.2,1.4,1.1,0.8
27.0,13.6,23.0,2.0,1.2,0.6
25.1,12.0,20.3,2.1,1.2,0.6
138.6,173.0,286.4,0.8,0.5,0.6
9.3,0.0,8.1,75.6,1.1,0.0
5.6,14.4,4.1,0.4,1.4,3.6
9.3,41.6,10.8,0.2,0.9,3.9
3.7,0.0,1.4,30.3,2.8,0.1
3.7,7.2,5.4,0.5,0.7,1.3
3.7,3.2,14.9,1.2,0.3,0.2
16.7,8.8,10.8,1.9,1.5,0.8
13.0,0.0,14.9,105.9,0.9,0.0
680.2,1822.4,1300.7,0.4,0.5,1.4
69.8,63.3,52.7,1.1,1.3,1.2
21.4,14.4,17.6,1.5,1.2,0.8
14.9,10.4,16.2,1.4,0.9,0.6
9.3,0.0,9.5,75.6,1.0,0.0
79.1,113.7,118.9,0.7,0.7,1.0
33.5,64.1,25.7,0.5,1.3,2.5
4.7,0.0,5.4,37.8,0.9,0.0
12.1,0.0,10.8,98.3,1.1,0.0
18.6,41.6,20.3,0.4,0.9,2.1
6.5,0.0,9.5,53.0,0.7,0.0
112.6,60.9,286.4,1.9,0.4,0.2
8.4,12.0,8.1,0.7,1.0,1.5
1.9,0.0,4.1,15.1,0.5,0.0
43.7,77.7,60.8,0.6,0.7,1.3
118.2,28.8,233.7,4.1,0.5,0.1
51.2,20.8,48.6,2.5,1.1,0.4
40.0,19.2,32.4,2.1,1.2,0.6
1.9,4.8,2.7,0.4,0.7,1.8
41.9,40.0,32.4,1.0,1.3,1.2
92.1,227.4,97.3,0.4,0.9,2.3
44.7,13.6,47.3,3.3,0.9,0.3
1471.1,157.7,249.9,9.3,5.9,0.6
28.8,50.4,20.3,0.6,1.4,2.5
8.4,4.8,6.8,1.7,1.2,0.7
14.9,0.0,25.7,121.0,0.6,0.0
15.8,21.6,21.6,0.7,0.7,1.0
27.0,24.8,28.4,1.1,1.0,0.9
27.9,73.7,27.0,0.4,1.0,2.7
53.0,44.8,40.5,1.2,1.3,1.1
38.1,22.4,33.8,1.7,1.1,0.7
10.2,8.8,16.2,1.2,0.6,0.5
63.3,107.3,75.6,0.6,0.8,1.4
54.9,28.0,67.5,2.0,0.8,0.4
41.9,32.0,62.1,1.3,0.7,0.5
24.2,94.5,41.9,0.3,0.6,2.3
11.2,30.4,12.2,0.4,0.9,2.5
42.8,17.6,48.6,2.4,0.9,0.4
150.7,14.4,185.0,10.5,0.8,0.1
25.1,0.0,45.9,204.2,0.5,0.0
6.5,17.6,6.8,0.4,1.0,2.6
13.0,0.0,12.2,105.9,1.1,0.0
45.6,52.8,31.1,0.9,1.5,1.7
609.5,293.1,848.2,2.1,0.7,0.3
771.4,265.8,983.3,2.9,0.8,0.3
31.6,32.0,39.2,1.0,0.8,0.8
48.4,30.4,102.7,1.6,0.5,0.3
44.7,25.6,25.7,1.7,1.7,1.0
15.8,0.0,8.1,128.6,2.0,0.0
101.4,38.4,97.3,2.6,1.0,0.4
32.6,44.0,31.1,0.7,1.0,1.4
138.6,195.4,175.6,0.7,0.8,1.1
17.7,4.8,17.6,3.7,1.0,0.3
54.9,34.4,74.3,1.6,0.7,0.5
440.1,24.8,64.8,17.7,6.8,0.4
8.4,4.0,6.8,2.1,1.2,0.6
34.4,24.8,33.8,1.4,1.0,0.7
15.8,24.0,40.5,0.7,0.4,0.6
7.4,13.6,12.2,0.5,0.6,1.1
92.1,16.8,59.4,5.5,1.5,0.3
12.1,8.8,16.2,1.4,0.7,0.5
18.6,32.8,25.7,0.6,0.7,1.3
42.8,14.4,113.5,3.0,0.4,0.1
184.2,64.9,102.7,2.8,1.8,0.6
115.4,92.9,143.2,1.2,0.8,0.6
70.7,64.9,154.0,1.1,0.5,0.4
15.8,21.6,23.0,0.7,0.7,0.9
118.2,72.1,101.3,1.6,1.2,0.7
67.9,93.7,52.7,0.7,1.3,1.8
29.8,25.6,43.2,1.2,0.7,0.6
0.0,13.6,1.4,0.0,0.1,10.1
3.7,0.0,1.4,30.3,2.8,0.1
13.0,19.2,16.2,0.7,0.8,1.2
0.0,0.0,0.0,1.0,1.0,1.0
0.0,0.0,0.0,1.0,1.0,1.0
0.9,0.0,0.0,7.6,7.6,1.0
0.0,0.0,0.0,1.0,1.0,1.0
1.9,0.0,4.1,15.1,0.5,0.0
0.0,0.0,0.0,1.0,1.0,1.0
43.7,88.9,59.4,0.5,0.7,1.5
12.1,6.4,24.3,1.9,0.5,0.3
3.7,0.0,12.2,30.3,0.3,0.0
9.3,0.0,32.4,75.6,0.3,0.0
4.7,2.4,14.9,1.9,0.3,0.2
4.7,6.4,2.7,0.7,1.7,2.4
4.7,0.0,4.1,37.8,1.1,0.0
7.4,20.8,5.4,0.4,1.4,3.9
16.7,28.0,23.0,0.6,0.7,1.2
83.7,39.2,106.7,2.1,0.8,0.4
1.9,0.0,2.7,15.1,0.7,0.0
3.7,0.0,2.7,30.3,1.4,0.0
13.0,2.4,18.9,5.4,0.7,0.1
10.2,29.6,16.2,0.3,0.6,1.8
450.3,212.2,513.3,2.1,0.9,0.4
8.4,14.4,5.4,0.6,1.5,2.7
14.0,27.2,9.5,0.5,1.5,2.9
18.6,40.0,17.6,0.5,1.1,2.3
39.1,43.2,37.8,0.9,1.0,1.1
183.3,16.8,27.0,10.9,6.8,0.6
23.3,7.2,41.9,3.2,0.6,0.2
2.8,4.8,2.7,0.6,1.0,1.8
54.9,32.0,40.5,1.7,1.4,0.8
47.5,16.0,55.4,3.0,0.9,0.3
11.2,19.2,14.9,0.6,0.8,1.3
23.3,26.4,37.8,0.9,0.6,0.7
21.4,40.0,21.6,0.5,1.0,1.9
220.5,60.9,140.5,3.6,1.6,0.4
80.0,84.9,116.2,0.9,0.7,0.7
16.7,18.4,18.9,0.9,0.9,1.0
91.2,114.5,70.2,0.8,1.3,1.6
135.8,213.8,122.9,0.6,1.1,1.7
144.2,111.3,143.2,1.3,1.0,0.8
30.7,32.8,31.1,0.9,1.0,1.1
29.8,17.6,29.7,1.7,1.0,0.6
38.1,27.2,29.7,1.4,1.3,0.9
47.5,59.3,37.8,0.8,1.3,1.6
9.3,0.0,12.2,75.6,0.8,0.0
249.4,298.7,202.6,0.8,1.2,1.5
103.3,178.6,93.2,0.6,1.1,1.9
58.6,93.7,71.6,0.6,0.8,1.3
38.1,21.6,27.0,1.8,1.4,0.8
21802.6,6697.1,37318.9,3.3,0.6,0.2
14.9,8.0,13.5,1.9,1.1,0.6
25.1,55.2,28.4,0.5,0.9,1.9
2836.0,5419.2,6444.3,0.5,0.4,0.8
35.4,50.4,35.1,0.7,1.0,1.4
32.6,12.8,23.0,2.5,1.4,0.6
22.3,16.0,21.6,1.4,1.0,0.7
21.4,25.6,21.6,0.8,1.0,1.2
33.5,26.4,27.0,1.3,1.2,1.0
120.0,40.0,75.6,3.0,1.6,0.5
219.6,260.2,1523.6,0.8,0.1,0.2
37.2,35.2,40.5,1.1,0.9,0.9
151.7,147.3,155.3,1.0,1.0,0.9
12.1,0.0,8.1,98.3,1.5,0.0
7.4,0.0,6.8,60.5,1.1,0.0
6.5,14.4,10.8,0.5,0.6,1.3
89.3,140.1,112.1,0.6,0.8,1.2
11.2,7.2,9.5,1.5,1.2,0.8
21.4,43.2,16.2,0.5,1.3,2.7
76.3,32.8,27.0,2.3,2.8,1.2
70.7,32.8,64.8,2.2,1.1,0.5
61.4,76.9,54.0,0.8,1.1,1.4
3.7,0.0,2.7,30.3,1.4,0.0
6.5,4.0,4.1,1.6,1.6,1.0
9.3,12.0,18.9,0.8,0.5,0.6
11.2,0.0,17.6,90.8,0.6,0.0
40.0,21.6,29.7,1.9,1.3,0.7
147.9,429.2,418.7,0.3,0.4,1.0
32.6,14.4,31.1,2.3,1.0,0.5
67.9,80.9,77.0,0.8,0.9,1.1
41.9,42.4,44.6,1.0,0.9,1.0
18.6,5.6,13.5,3.3,1.4,0.4
1.9,1.6,1.4,1.2,1.4,1.2
22.3,59.3,24.3,0.4,0.9,2.4
21.4,38.4,23.0,0.6,0.9,1.7
231.7,276.2,266.1,0.8,0.9,1.0
69.8,32.8,68.9,2.1,1.0,0.5
740.6,799.1,740.2,0.9,1.0,1.1
516.4,458.0,402.5,1.1,1.3,1.1
522.0,424.4,394.4,1.2,1.3,1.1
529.4,475.6,489.0,1.1,1.1,1.0
417.8,395.5,399.8,1.1,1.0,1.0
239.1,396.3,310.7,0.6,0.8,1.3
4.7,3.2,5.4,1.5,0.9,0.6
6.5,0.0,8.1,53.0,0.8,0.0
4.7,0.0,2.7,37.8,1.7,0.0
1.9,0.0,1.4,15.1,1.4,0.1
26.1,0.0,29.7,211.8,0.9,0.0
3.7,5.6,4.1,0.7,0.9,1.4
9.3,7.2,17.6,1.3,0.5,0.4
16.7,21.6,27.0,0.8,0.6,0.8
58.6,47.2,45.9,1.2,1.3,1.0
40.9,44.8,58.1,0.9,0.7,0.8
42.8,66.5,60.8,0.6,0.7,1.1
8.4,18.4,6.8,0.5,1.2,2.7
13.0,0.0,13.5,105.9,1.0,0.0
14.9,7.2,14.9,2.1,1.0,0.5
23.3,23.2,36.5,1.0,0.6,0.6
9.3,4.0,9.5,2.3,1.0,0.4
122.8,0.0,174.2,998.5,0.7,0.0
22.3,20.8,20.3,1.1,1.1,1.0
63.3,70.5,75.6,0.9,0.8,0.9
10.2,9.6,6.8,1.1,1.5,1.4
42.8,21.6,39.2,2.0,1.1,0.6
0.0,0.0,0.0,1.0,1.0,1.0
0.0,0.0,0.0,1.0,1.0,1.0
21.4,28.0,17.6,0.8,1.2,1.6
21.4,0.0,25.7,174.0,0.8,0.0
8.4,0.0,5.4,68.1,1.5,0.0
33.5,16.0,21.6,2.1,1.5,0.7
24.2,16.0,24.3,1.5,1.0,0.7
6.5,14.4,6.8,0.5,1.0,2.1
27.0,44.0,14.9,0.6,1.8,3.0
26.1,32.0,23.0,0.8,1.1,1.4
9.3,0.0,9.5,75.6,1.0,0.0
22.3,16.8,33.8,1.3,0.7,0.5
42.8,55.2,52.7,0.8,0.8,1.0
64.2,48.0,45.9,1.3,1.4,1.0
22.3,23.2,21.6,1.0,1.0,1.1
27.0,20.0,31.1,1.3,0.9,0.6
50.2,84.9,36.5,0.6,1.4,2.3
146.1,204.2,185.0,0.7,0.8,1.1
98.6,155.3,108.1,0.6,0.9,1.4
27.9,37.6,16.2,0.7,1.7,2.3
1.9,0.0,1.4,15.1,1.4,0.1
50.2,19.2,33.8,2.6,1.5,0.6
98.6,174.6,93.2,0.6,1.1,1.9
70.7,182.6,45.9,0.4,1.5,4.0
93.0,10.4,93.2,8.9,1.0,0.1
91.2,96.1,100.0,0.9,0.9,1.0
12.1,13.6,17.6,0.9,0.7,0.8
22.3,20.0,18.9,1.1,1.2,1.1
8.4,0.0,12.2,68.1,0.7,0.0
104.2,248.2,216.1,0.4,0.5,1.1
57.7,23.2,63.5,2.5,0.9,0.4
17.7,22.4,21.6,0.8,0.8,1.0
176.8,151.3,233.7,1.2,0.8,0.6
612.2,130.5,79.7,4.7,7.7,1.6
55.8,32.0,41.9,1.7,1.3,0.8
71.6,61.7,68.9,1.2,1.0,0.9
47.5,11.2,44.6,4.2,1.1,0.3
202.8,54.4,106.7,3.7,1.9,0.5
151.7,81.7,147.2,1.9,1.0,0.6
41.9,102.5,56.7,0.4,0.7,1.8
91.2,47.2,148.6,1.9,0.6,0.3
19.5,26.4,24.3,0.7,0.8,1.1
11.2,0.0,16.2,90.8,0.7,0.0
10.2,0.0,18.9,83.2,0.5,0.0
81.9,60.1,52.7,1.4,1.6,1.1
5.6,0.0,50.0,45.4,0.1,0.0
58.6,112.1,45.9,0.5,1.3,2.4
2.8,5.6,2.7,0.5,1.0,2.1
18.6,36.0,17.6,0.5,1.1,2.1
5.6,8.8,8.1,0.6,0.7,1.1
88.4,15.2,108.1,5.8,0.8,0.1
62.3,63.3,51.3,1.0,1.2,1.2
16.7,10.4,14.9,1.6,1.1,0.7
97.7,110.5,293.1,0.9,0.3,0.4
18.6,0.0,18.9,151.3,1.0,0.0
27.9,41.6,29.7,0.7,0.9,1.4
18.6,31.2,12.2,0.6,1.5,2.6
96.8,127.3,128.3,0.8,0.8,1.0
24.2,8.0,23.0,3.0,1.1,0.3
22.3,36.0,25.7,0.6,0.9,1.4
181.4,167.3,133.7,1.1,1.4,1.3
50.2,39.2,33.8,1.3,1.5,1.2
20.5,14.4,29.7,1.4,0.7,0.5
2.8,0.0,5.4,22.7,0.5,0.0
61.4,38.4,20.3,1.6,3.0,1.9
0.9,0.0,1.4,7.6,0.7,0.1
3.7,0.0,2.7,30.3,1.4,0.0
14.9,7.2,18.9,2.1,0.8,0.4
16.7,3.2,17.6,5.2,1.0,0.2
27.0,27.2,17.6,1.0,1.5,1.6
3.7,16.0,2.7,0.2,1.4,5.9
48.4,39.2,33.8,1.2,1.4,1.2
1.9,12.8,2.7,0.1,0.7,4.7
89.3,19.2,105.4,4.6,0.8,0.2
0.9,0.0,0.0,7.6,7.6,1.0
0.9,0.0,1.4,7.6,0.7,0.1
24.2,30.4,18.9,0.8,1.3,1.6
4.7,0.0,9.5,37.8,0.5,0.0
132.1,101.7,122.9,1.3,1.1,0.8
65.1,32.0,144.5,2.0,0.5,0.2
57.7,13.6,40.5,4.2,1.4,0.3
22.3,24.0,25.7,0.9,0.9,0.9
9.3,12.0,9.5,0.8,1.0,1.3
23.3,17.6,16.2,1.3,1.4,1.1
14.0,5.6,18.9,2.5,0.7,0.3
95.8,4.8,25.7,19.9,3.7,0.2
14.9,7.2,14.9,2.1,1.0,0.5
78.2,59.3,248.5,1.3,0.3,0.2
26.1,81.7,20.3,0.3,1.3,4.0
15.8,26.4,12.2,0.6,1.3,2.2
7.4,6.4,10.8,1.2,0.7,0.6
2.8,6.4,1.4,0.4,2.1,4.7
10.2,0.0,9.5,83.2,1.1,0.0
191.7,163.3,206.7,1.2,0.9,0.8
20.5,49.6,36.5,0.4,0.6,1.4
8.4,16.8,67.5,0.5,0.1,0.2
8.4,39.2,18.9,0.2,0.4,2.1
19.5,75.3,37.8,0.3,0.5,2.0
5.6,12.0,6.8,0.5,0.8,1.8
16.7,37.6,17.6,0.4,1.0,2.1
6.5,7.2,5.4,0.9,1.2,1.3
21.4,6.4,16.2,3.3,1.3,0.4
38.1,32.8,14.9,1.2,2.6,2.2
178.6,69.7,90.5,2.6,2.0,0.8
93.0,32.8,27.0,2.8,3.4,1.2
59.5,93.7,86.4,0.6,0.7,1.1
7.4,9.6,5.4,0.8,1.4,1.8
10.2,6.4,2.7,1.6,3.8,2.4
11.2,71.3,28.4,0.2,0.4,2.5
58.6,92.9,32.4,0.6,1.8,2.9
78.2,116.1,36.5,0.7,2.1,3.2
40.9,66.5,50.0,0.6,0.8,1.3
53.0,28.8,85.1,1.8,0.6,0.3
35.4,36.8,40.5,1.0,0.9,0.9
4.7,0.0,5.4,37.8,0.9,0.0
9.3,4.0,8.1,2.3,1.1,0.5
34.4,28.0,36.5,1.2,0.9,0.8
29.8,58.5,28.4,0.5,1.0,2.1
89.3,31.2,77.0,2.9,1.2,0.4
118.2,134.5,124.3,0.9,1.0,1.1
86.5,64.1,81.0,1.4,1.1,0.8
22.3,8.8,25.7,2.5,0.9,0.3
15.8,34.4,27.0,0.5,0.6,1.3
16.7,21.6,16.2,0.8,1.0,1.3
6.5,9.6,4.1,0.7,1.6,2.4
65.1,28.8,63.5,2.3,1.0,0.5
29.8,33.6,32.4,0.9,0.9,1.0
51.2,80.9,131.0,0.6,0.4,0.6
181.4,305.1,247.2,0.6,0.7,1.2
34.4,68.9,29.7,0.5,1.2,2.3
40.0,42.4,37.8,0.9,1.1,1.1
61.4,46.4,68.9,1.3,0.9,0.7
20.5,18.4,23.0,1.1,0.9,0.8
5.6,3.2,10.8,1.7,0.5,0.3
133.1,40.8,55.4,3.3,2.4,0.7
97.7,145.7,87.8,0.7,1.1,1.7
91.2,92.1,74.3,1.0,1.2,1.2
26.1,50.4,28.4,0.5,0.9,1.8
18.6,28.8,12.2,0.6,1.5,2.4
14.9,0.0,12.2,121.0,1.2,0.0
20.5,44.8,28.4,0.5,0.7,1.6
37.2,32.8,43.2,1.1,0.9,0.8
5.6,0.0,5.4,45.4,1.0,0.0
23.3,18.4,50.0,1.3,0.5,0.4
251.2,53.6,540.3,4.7,0.5,0.1
347.1,191.4,692.9,1.8,0.5,0.3
708.1,446.8,1418.3,1.6,0.5,0.3
61.4,56.9,70.2,1.1,0.9,0.8
122.8,84.1,155.3,1.5,0.8,0.5
126.5,145.7,87.8,0.9,1.4,1.7
120.0,291.5,236.4,0.4,0.5,1.2
89.3,68.9,68.9,1.3,1.3,1.0
234.5,68.1,166.1,3.4,1.4,0.4
7.4,4.8,5.4,1.5,1.4,0.9
12.1,0.0,10.8,98.3,1.1,0.0
15.8,19.2,14.9,0.8,1.1,1.3
203.8,62.5,33.8,3.3,6.0,1.8
44.7,18.4,40.5,2.4,1.1,0.5
79.1,111.3,81.0,0.7,1.0,1.4
11.2,14.4,13.5,0.8,0.8,1.1
16.7,0.0,29.7,136.2,0.6,0.0
13.0,6.4,14.9,2.0,0.9,0.4
51.2,20.8,45.9,2.5,1.1,0.5
16.7,12.8,14.9,1.3,1.1,0.9
4.7,0.0,13.5,37.8,0.3,0.0
5.6,5.6,6.8,1.0,0.8,0.8
23.3,0.0,31.1,189.1,0.7,0.0
20.5,8.8,16.2,2.3,1.3,0.5
37.2,51.2,60.8,0.7,0.6,0.8
35.4,32.0,47.3,1.1,0.7,0.7
14.0,8.0,14.9,1.7,0.9,0.5
3.7,0.0,6.8,30.3,0.6,0.0
21.4,52.0,28.4,0.4,0.8,1.8
17.7,32.8,28.4,0.5,0.6,1.2
38.1,80.9,50.0,0.5,0.8,1.6
10.2,0.0,13.5,83.2,0.8,0.0
3.7,0.0,8.1,30.3,0.5,0.0
30.7,26.4,32.4,1.2,0.9,0.8
37.2,17.6,45.9,2.1,0.8,0.4
10.2,0.0,9.5,83.2,1.1,0.0
14.0,11.2,12.2,1.2,1.1,0.9
10.2,38.4,10.8,0.3,0.9,3.6
0.9,0.0,1.4,7.6,0.7,0.1
29.8,20.8,32.4,1.4,0.9,0.6
9.3,8.0,13.5,1.2,0.7,0.6
54.9,26.4,112.1,2.1,0.5,0.2
132.1,78.5,175.6,1.7,0.8,0.4
163.8,197.8,201.3,0.8,0.8,1.0
60.5,76.1,100.0,0.8,0.6,0.8
18.6,5.6,31.1,3.3,0.6,0.2
17.7,19.2,25.7,0.9,0.7,0.7
25.1,25.6,27.0,1.0,0.9,0.9
32.6,69.7,33.8,0.5,1.0,2.1
14.9,16.0,32.4,0.9,0.5,0.5
23.3,15.2,27.0,1.5,0.9,0.6
54.0,52.0,27.0,1.0,2.0,1.9
14.9,8.0,12.2,1.9,1.2,0.7
20.5,0.0,24.3,166.4,0.8,0.0
4.7,9.6,6.8,0.5,0.7,1.4
91.2,253.0,105.4,0.4,0.9,2.4
15.8,13.6,12.2,1.2,1.3,1.1
57.7,135.3,45.9,0.4,1.3,2.9
14.0,28.8,17.6,0.5,0.8,1.6
22.3,29.6,31.1,0.8,0.7,1.0
55.8,27.2,60.8,2.1,0.9,0.4
30.7,42.4,50.0,0.7,0.6,0.8
4.7,0.0,8.1,37.8,0.6,0.0
18.6,0.0,51.3,151.3,0.4,0.0
7.4,25.6,6.8,0.3,1.1,3.8
4.7,8.0,5.4,0.6,0.9,1.5
0.9,0.0,1.4,7.6,0.7,0.1
5.6,10.4,5.4,0.5,1.0,1.9
